source_id,label,is_anomaly,windows,duration_s,mean_score,max_score,alarm_windows,alarm_fraction,detected
rfly_002a8c238bce42375339,Environment,1,1255,125.39999999999999,0.7551504725490166,142.58140563964844,36,0.028685258964143426,1
rfly_003f9620cc8de34d4824,Propeller,1,934,93.3,2.26604580638304,183.8416290283203,28,0.029978586723768737,1
rfly_00536cf02989628c81ce,Environment,1,1254,125.3,3.3647317420468448,65.47845458984375,174,0.13875598086124402,1
rfly_0168ff77e0a0afbd686d,Motor,1,1481,148.0,5.65035204248406,56.314239501953125,298,0.2012153950033761,1
rfly_01f204a5d199e5a8b8fb,Motor,1,1215,121.39999999999999,3.198682017962414,453.8074645996094,75,0.06172839506172839,1
rfly_021ebac55c420ec9a288,Motor,1,1238,123.7,2.685570415343355,493.1202392578125,69,0.05573505654281099,1
rfly_02dfa58d953437d26aea,Sensor,1,607,60.599999999999994,2.609644687647089,42.72613525390625,29,0.047775947281713346,1
rfly_0330b035e73aff99a981,Motor,1,1489,148.8,2.491383623913471,285.7082824707031,87,0.05842847548690396,1
rfly_03a110b8128b381b96ed,Propeller,1,926,92.5,7.301832742602856,144.81900024414062,441,0.4762419006479482,1
rfly_03ac07bf2c019991f5fa,Motor,1,924,92.3,0.0626835435643002,9.4971923828125,0,0.0,0
rfly_03cee66a1e78673dad69,NoFault,0,668,66.7,-0.9821334474128922,32.99247360229492,1,0.0014970059880239522,1
rfly_043a6296f1587bdc6763,Propeller,1,936,93.5,1.92567204288207,172.75697326660156,18,0.019230769230769232,1
rfly_048bf76ac1c812204757,Motor,1,921,92.0,-0.2061049366967183,130.7582550048828,1,0.0010857763300760044,1
rfly_049fbc122c031d9f1392,Sensor,1,563,56.199999999999996,0.05958307634288078,5.618428707122803,0,0.0,0
rfly_04b83c6478b64c86dcf0,Sensor,1,633,63.2,19.087674401571025,190.8362579345703,184,0.29067930489731436,1
rfly_059d112805cc1fbc7d0f,Sensor,1,589,58.8,0.21398777275263997,10.8350191116333,1,0.001697792869269949,1
rfly_059e7ff70be966983548,Motor,1,1230,122.89999999999999,1.8755277664438497,272.342529296875,53,0.043089430894308944,1
rfly_05acb6fc5d91db11bff7,NoFault,0,603,60.199999999999996,-0.26144029015382814,15.324700355529785,1,0.001658374792703151,1
rfly_05e2f3d4333fa2f26b43,NoFault,0,528,52.699999999999996,2.005210794663016,32.84169387817383,29,0.054924242424242424,1
rfly_0677fc17f64a084f3cc6,NoFault,0,557,55.599999999999994,-0.6076454469238958,4.972187519073486,0,0.0,0
rfly_068406cf1772b57e3214,Environment,1,1247,124.6,0.6659579824562845,160.55760192871094,34,0.0272654370489174,1
rfly_06e156f762e676d9b118,Motor,1,923,92.2,-0.09739161312543784,16.31925392150879,2,0.0021668472372697724,1
rfly_06fa4d7b7a772813b25c,Environment,1,1223,122.2,4.105827944167415,145.46238708496094,115,0.09403107113654947,1
rfly_077f7c830c76b8e36223,Environment,1,1180,117.89999999999999,0.03331369799871335,90.06005859375,9,0.007627118644067797,1
rfly_07b006fdc91a4ff95481,Motor,1,1188,118.7,1.782819611237734,280.4039611816406,48,0.04040404040404041,1
rfly_07cf3a696f4e27f326f6,Sensor,1,855,85.39999999999999,1.33932014495374,313.5433654785156,4,0.004678362573099415,1
rfly_07fa50a26d1fd0fdecf3,Motor,1,1494,149.3,2.690915329349408,62.6965217590332,149,0.0997322623828648,1
rfly_082caab9348612b779d3,Propeller,1,941,94.0,3.097131737977995,71.78521728515625,36,0.03825717321997875,1
rfly_083ea16457112931b138,NoFault,0,568,56.699999999999996,-0.3077513785941795,15.601387977600098,1,0.0017605633802816902,1
rfly_08fad7e232364b1aeed9,Propeller,1,574,57.3,0.951900035194819,12.196746826171875,4,0.006968641114982578,1
rfly_097e5b35cd9e4bef962b,Environment,1,1180,117.89999999999999,1.1524687363894388,34.86031723022461,33,0.027966101694915254,1
rfly_0b0d403166d808da4a15,Motor,1,1244,124.3,3.804479233693733,358.2440185546875,110,0.08842443729903537,1
rfly_0b175bf33cba577e1352,NoFault,0,667,66.6,-1.0362987946453637,36.17573165893555,1,0.0014992503748125937,1
rfly_0b5454b0348cce68450c,Propeller,1,905,90.39999999999999,-0.5330877126333463,84.25946044921875,6,0.0066298342541436465,1
rfly_0c5208f4dc47a04e6898,Motor,1,1171,117.0,3.206116122699708,341.1518859863281,79,0.06746370623398805,1
rfly_0d08bff7a43d05651966,NoFault,0,552,55.099999999999994,0.7832045923189624,75.81401062011719,1,0.0018115942028985507,1
