source_id,label,is_anomaly,windows,duration_s,mean_score,max_score,alarm_windows,alarm_fraction,detected
carbonZ_2018-07-18-15-53-31_1_engine_failure,engine_fault,1,512,124.17607522010803,1.821264250902459,2.3062682151794434,231,0.451171875,1
carbonZ_2018-07-18-15-53-31_2_engine_failure,engine_fault,1,334,80.96122717857361,1.7817166797415225,2.391857385635376,116,0.3473053892215569,1
carbonZ_2018-07-30-17-10-45_engine_failure_with_emr_traj,engine_fault,1,510,125.13015532493591,1.7954462542253382,2.432342290878296,196,0.3843137254901961,1
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,engine_fault,1,428,104.49593544006348,1.8167795313295918,2.3673770427703857,183,0.42757009345794394,1
carbonZ_2018-09-11-15-05-11_1_elevator_failure,elevator_fault,1,279,68.02401161193848,1.7071958562379241,2.288300037384033,47,0.16845878136200718,1
carbonZ_2018-09-11-15-05-11_2_no_failure,normal,0,244,59.39324617385864,1.639462821796292,2.156472682952881,33,0.13524590163934427,1
carbonZ_2018-09-11-17-10-10,normal,0,3721,894.0377960205078,1.3515309381632354,3.1105313301086426,480,0.12899758129535072,1
carbonZ_2018-09-11-17-25-17,normal,0,46,59.17056655883789,0.9600691549156023,1.0478153228759766,0,0.0,0
carbonZ_2018-10-05-14-34-20_1_no_failure,normal,0,243,58.72557020187378,1.349742416737011,1.9130067825317383,2,0.00823045267489712,1
carbonZ_2018-10-05-14-34-20_2_right_aileron_failure_with_emr_traj,aileron_fault,1,636,154.34677863121033,1.8206407304080028,2.5196471214294434,283,0.4449685534591195,1
carbonZ_2018-10-05-15-52-12_1_no_failure,normal,0,335,81.65880990028381,1.7832835571089787,2.4731640815734863,129,0.3850746268656716,1
carbonZ_2018-10-05-15-52-12_2_no_failure,normal,0,165,40.326581954956055,1.7846272663636642,2.546466588973999,59,0.3575757575757576,1
carbonZ_2018-10-05-15-52-12_3_engine_failure_with_emr_traj,engine_fault,1,240,58.50416898727417,1.7835746685663858,2.4340007305145264,93,0.3875,1
carbonZ_2018-10-18-11-06-06_engine_failure_with_emr_traj,engine_fault,1,453,108.6148669719696,1.8678259310080252,2.393674373626709,244,0.5386313465783664,1
