source_id,label,is_anomaly,windows,duration_s,mean_score,max_score,alarm_windows,alarm_fraction,detected
carbonZ_2018-07-30-16-28-00,engine_fault,1,1691,850627.0939686298,1.9060758398454758,4.2541937828063965,10,0.0059136605558840925,1
carbonZ_2018-07-30-16-39-00_1_engine_failure,engine_fault,1,509,123.5578134059906,1.9318825154032828,2.291531562805176,0,0.0,0
carbonZ_2018-07-30-16-39-00_2_engine_failure,engine_fault,1,405,98.51883935928345,1.9414895940709997,2.276538133621216,0,0.0,0
carbonZ_2018-07-30-16-39-00_3_no_failure,normal,0,292,71.39369702339172,1.9405556774302706,2.2514760494232178,0,0.0,0
carbonZ_2018-07-30-17-02-48,normal,0,1829,434.59680008888245,1.9762030435168985,4.031446933746338,2,0.0010934937124111536,1
carbonZ_2018-09-11-13-57-47,engine_fault,1,4497,1067.8038964271545,1.6328458853607737,4.154673099517822,14,0.00311318656882366,1
carbonZ_2018-09-11-14-16-55_no_failure,normal,0,107,25.644129753112793,1.883767609284303,2.0530619621276855,0,0.0,0
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,aileron_fault,1,521,125.09158325195312,1.9396925423287155,2.2830147743225098,0,0.0,0
carbonZ_2018-09-11-17-55-30_2_left_aileron_failure,aileron_fault,1,305,73.3529531955719,1.9404094191848256,2.3025262355804443,0,0.0,0
carbonZ_2018-10-05-14-37-22_1_no_failure,normal,0,266,64.84257745742798,1.891768357359377,2.379016637802124,0,0.0,0
carbonZ_2018-10-05-14-37-22_2_right_aileron_failure,aileron_fault,1,561,136.94955825805664,1.936916389354835,2.3237531185150146,0,0.0,0
carbonZ_2018-10-05-14-37-22_3_left_aileron_failure,aileron_fault,1,362,88.39779329299927,1.9402313163267315,2.325788736343384,0,0.0,0
carbonZ_2018-10-05-16-04-46_engine_failure_with_emr_traj,engine_fault,1,349,84.09183239936829,1.9242342983754113,2.350379467010498,0,0.0,0
carbonZ_2018-10-18-11-04-08_1_engine_failure_with_emr_traj,engine_fault,1,442,106.66935205459595,1.9357103139027212,2.2356348037719727,0,0.0,0
carbonZ_2018-10-18-11-04-08_2_engine_failure_with_emr_traj,engine_fault,1,457,109.8137412071228,1.923937509044255,2.2333016395568848,0,0.0,0
