canonical_case_id,domain,fault_family,evaluation_role,detected,false_alarm_events,detection_delay_s,normal_exposure_s,policy
rfly_e385a619fe856b99188e,HIL,Load,fault_detection,False,0,,6,critical
rfly_3a71cb16984b62066124,HIL,Load,fault_detection,False,0,,6,critical
rfly_ded385001555acfd58a4,HIL,Load,fault_detection,False,0,,7,critical
rfly_36fd0f4fe360d92e8f0d,HIL,Load,fault_detection,False,0,,7,critical
rfly_cc4dc5da37ed4ac7e4e9,HIL,Load,fault_detection,False,0,,7,critical
rfly_89e605944667b1e17890,HIL,Load,fault_detection,False,0,,7,critical
rfly_3f8fb2b7b488cebc00ec,HIL,Load,fault_detection,False,0,,7,critical
rfly_ced3f1dc487b94b43ffa,HIL,Load,fault_detection,False,0,,7,critical
rfly_1027ed4a67768d84c4e4,HIL,Load,fault_detection,False,0,,6,critical
rfly_41c9cfc2a6acd7889ce4,HIL,Load,fault_detection,False,0,,7,critical
rfly_4235fec4b762f1e8eab1,HIL,Load,fault_detection,True,0,73.0,7,critical
rfly_debdfa14fb8963b6b36d,HIL,Load,fault_detection,False,0,,7,critical
rfly_4eda4b53876817bb548e,HIL,Load,fault_detection,False,0,,7,critical
rfly_aeffe4a2276413a48aa4,HIL,Load,fault_detection,False,0,,7,critical
rfly_82359589c044af45246b,HIL,Load,fault_detection,False,0,,7,critical
rfly_6e55475439cd4cee2d13,HIL,Load,fault_detection,True,0,40.00000000000001,6,critical
rfly_968a14f914e03d2ae919,HIL,Load,fault_detection,False,0,,6,critical
rfly_3df9f975a764763e7116,HIL,Load,fault_detection,False,0,,7,critical
rfly_616a5395a828b1673795,HIL,Load,fault_detection,False,0,,7,critical
rfly_dcee8d135a8e39cb0b47,HIL,Load,fault_detection,False,0,,7,critical
rfly_d284baa4c5767c9064c5,HIL,Load,fault_detection,False,0,,7,critical
rfly_8cac532d9185ec351d7e,HIL,Load,fault_detection,False,0,,6,critical
rfly_818dee869091dcb59ca3,HIL,Load,fault_detection,False,0,,7,critical
rfly_0e4cb01b09d421655956,HIL,Load,fault_detection,False,0,,7,critical
rfly_01bcf9ea3443dbda0112,HIL,Load,fault_detection,True,0,43.00000000000001,5,critical
rfly_dd767df712905388613a,HIL,Load,fault_detection,True,0,37.0,6,critical
rfly_678714b11ce59cf2ca6e,HIL,Load,fault_detection,True,0,52.00000000000001,6,critical
rfly_60dd1cc0efe23ed3939d,HIL,Load,fault_detection,True,0,44.00000000000001,7,critical
rfly_47825fb676c5101a6f70,HIL,Load,fault_detection,True,0,38.00000000000001,7,critical
rfly_fc4acdf519d5dba81536,HIL,Load,fault_detection,True,0,55.00000000000001,6,critical
rfly_7d9a873509db10287a1b,HIL,Load,fault_detection,True,0,36.0,7,critical
